source_file,timestamp,ipc,l2_cache_hits,l2_cache_misses,l3_cache_hits,l3_cache_misses,l2_miss_rate,l3_miss_rate,memory_bandwidth,cpu_usage_overall,cpu_temperature,cpu_power,cpu_frequency,dvfs_level,dvfs_applied
SWdisable_cpuintensive.json,2025-11-19T05:31:07.289436,1.8667244675285168,66066,1483,54212,2167,0.022,0.038,15978.8,0.0,74.9,58.9,2236.6,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:31:15.697218,1.2960866612853632,60714,1480,35102,623,0.024,0.017,14402.4,10.7,57.0,44.7,1927.0,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:31:24.162668,0.9808082124992347,55534,1651,40160,1154,0.029,0.028,20040.5,12.1,56.6,31.6,2897.1,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:31:32.606988,1.5789231996752422,69138,4513,38087,1657,0.061,0.042,12985.7,0.0,70.2,56.1,3032.6,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:31:41.058543,0.7344647419826051,73224,1518,37717,2086,0.02,0.052,20024.3,42.9,59.1,44.3,2007.4,Low,True
SWdisable_cpuintensive.json,2025-11-19T05:31:49.521708,1.3674738678326936,59915,4354,44976,1781,0.068,0.038,19689.5,12.5,53.4,61.9,2775.4,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:31:58.000345,1.5895089470130135,51293,2961,41260,1618,0.055,0.038,11496.8,8.0,69.5,62.7,3049.4,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:32:06.443997,1.6896092363669055,79818,1198,53785,1400,0.015,0.025,22506.8,6.9,51.6,55.4,1895.4,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:32:14.877111,0.9005765704046573,53689,4578,35812,2664,0.079,0.069,24676.7,2.0,66.2,63.6,2420.0,Low,True
SWdisable_cpuintensive.json,2025-11-19T05:32:23.390617,1.4784286044647266,70628,3932,34166,1613,0.053,0.045,10174.9,20.4,78.3,54.2,2046.0,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:32:31.835244,1.76065513297825,61791,2219,52562,2847,0.035,0.051,22744.3,7.0,73.0,42.0,1973.5,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:32:40.337486,1.030696485883269,55486,1570,41914,2958,0.028,0.066,12515.2,3.9,57.6,43.4,2097.7,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:32:48.782149,1.9290625952025182,62248,2276,41571,889,0.035,0.021,17468.6,13.7,68.8,37.6,2739.8,High,True
SWdisable_cpuintensive.json,2025-11-19T05:32:57.346432,1.3851267330484607,66877,2765,52050,2575,0.04,0.047,15064.1,14.6,76.9,42.5,1817.7,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:33:54.813484,0.9006737492927837,57366,2102,57100,1335,0.035,0.023,18263.7,23.2,64.4,61.3,3197.7,Low,True
SWdisable_cpuintensive.json,2025-11-19T05:34:03.335139,0.6473823160827136,64781,2803,32661,1831,0.041,0.053,13368.7,75.4,72.1,59.0,3452.7,Low,True
SWdisable_cpuintensive.json,2025-11-19T05:34:12.009891,1.103263573611748,61022,1792,43691,2306,0.029,0.05,22226.4,4.1,64.0,43.2,2018.7,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:34:20.463541,1.3998447737322701,75160,4360,42056,2068,0.055,0.047,24700.0,12.3,57.1,27.6,2089.8,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:34:28.852936,0.8728010854560453,77879,2279,48003,1367,0.028,0.028,22584.5,12.0,75.7,62.3,3388.4,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:34:37.294106,1.00466527906948,55005,1661,39003,2444,0.029,0.059,22084.8,14.5,56.0,30.2,2346.7,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:34:45.878111,1.7349707728211134,73113,2726,44273,1366,0.036,0.03,13739.6,14.9,69.4,34.4,2188.0,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:34:54.356485,0.7560777324439569,76527,1846,53111,1237,0.024,0.023,10707.8,3.5,70.3,56.4,2810.5,Low,True
SWdisable_cpuintensive.json,2025-11-19T05:35:02.862162,1.0068720640419175,76299,4382,57452,1292,0.054,0.022,24742.2,4.0,71.2,29.1,2236.4,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:35:11.312440,1.8444193140109473,72083,3056,59343,1600,0.041,0.026,11016.3,0.0,78.0,61.0,2119.6,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:35:19.737982,1.1627874761334493,50541,4797,51902,1319,0.087,0.025,15751.1,0.0,76.8,45.3,1815.1,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:35:28.160807,1.770439749588914,74902,2181,50226,2200,0.028,0.042,17255.9,4.2,82.4,41.2,3425.8,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:35:36.584397,1.2237930968424209,72032,1676,50145,1160,0.023,0.023,14103.0,13.2,66.8,41.2,2397.3,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:35:45.115400,0.7568964774781508,76751,4263,53336,2257,0.053,0.041,22651.7,0.0,76.0,40.7,2159.0,Low,True
SWdisable_cpuintensive.json,2025-11-19T05:35:53.607554,1.369394518458402,64832,2933,44105,898,0.043,0.02,14214.1,77.6,59.2,27.3,1885.0,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:36:02.152495,1.1089846994489336,51750,2407,30483,2163,0.044,0.066,15050.7,16.7,78.0,28.0,2325.3,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:36:10.577788,0.8172385087510721,79519,4489,49905,2930,0.053,0.055,12568.1,13.2,57.4,59.6,2975.9,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:36:18.990475,0.8688923082693633,74235,3658,42561,2709,0.047,0.06,10102.0,22.4,65.7,40.5,2507.7,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:36:27.480689,1.4333597098715878,51435,1984,45121,1858,0.037,0.04,18899.5,3.6,66.8,28.4,3589.2,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:36:35.866456,1.9091118277629266,58457,1539,58092,2717,0.026,0.045,10597.5,14.3,53.2,56.9,3184.5,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:36:44.379779,0.9509412214270148,77838,1924,52975,1707,0.024,0.031,13497.2,4.1,64.3,41.0,2273.5,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:36:52.856627,1.9092128734832925,52065,1282,50439,532,0.024,0.01,17049.0,13.2,78.4,25.1,2299.2,High,True
SWdisable_cpuintensive.json,2025-11-19T05:37:01.311464,1.256354046828389,54892,3228,59383,2437,0.056,0.039,19550.7,3.8,57.2,45.6,3211.4,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:37:09.827108,0.9478312178777385,75296,2685,52904,1817,0.034,0.033,24496.9,1.9,69.5,47.5,3275.7,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:37:18.253649,1.7561652309604008,58453,3505,49099,2416,0.057,0.047,14003.8,0.0,83.6,46.6,2070.6,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:37:26.666547,1.3696123160905391,58188,3457,55143,2882,0.056,0.05,21342.2,0.0,61.0,62.8,1998.5,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:37:35.116994,1.9303410203914604,52254,2310,45221,2839,0.042,0.059,23848.6,3.6,78.3,49.5,2730.9,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:37:43.553368,0.6702852224789746,64325,1970,56708,2854,0.03,0.048,17766.4,0.0,79.8,50.2,3045.5,Low,True
SWdisable_cpuintensive.json,2025-11-19T05:37:52.087066,1.6162689735766824,53954,3074,54777,2299,0.054,0.04,22299.7,0.0,83.9,49.0,2750.3,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:38:00.568161,0.9146867068151268,74574,3611,53743,2478,0.046,0.044,21522.5,5.8,73.8,57.4,3494.7,Low,True
SWdisable_cpuintensive.json,2025-11-19T05:38:09.075018,1.7022583097552229,51818,3294,31122,1565,0.06,0.048,18298.4,14.8,69.2,42.2,1910.5,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:38:17.603497,1.058347881691276,69800,1418,41878,1700,0.02,0.039,23367.3,0.0,82.7,27.9,2185.7,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:38:26.058502,1.6687853987141783,61609,2219,40179,2556,0.035,0.06,10670.7,32.2,58.0,30.8,1843.2,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:38:34.529809,1.8424339837167985,73899,3394,51906,2300,0.044,0.042,14642.2,12.3,54.2,40.1,1995.7,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:38:42.990595,0.5260082395239853,61974,1659,53894,1259,0.026,0.023,13822.7,12.7,80.3,37.5,2691.8,Low,True
SWdisable_cpuintensive.json,2025-11-19T05:38:51.467811,0.8192694033556398,70390,3781,58425,2190,0.051,0.036,16219.5,0.0,58.6,32.4,2687.2,Low,True
SWdisable_cpuintensive.json,2025-11-19T05:38:59.929140,0.9905374162232197,68664,1232,37866,2806,0.018,0.069,16823.6,4.0,54.9,27.6,2716.3,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:39:08.402309,1.3382466966032702,74594,4791,37893,1285,0.06,0.033,17030.0,0.0,54.3,33.9,2124.4,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:39:16.803849,1.528314875851781,74266,4218,31643,2565,0.054,0.075,10037.6,10.7,72.9,61.8,2445.7,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:39:25.243638,0.9485929984594903,76387,2237,46718,2195,0.028,0.045,23428.1,2.0,81.4,56.5,2261.4,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:39:33.659564,1.2425827437803476,57425,4741,31281,1055,0.076,0.033,16458.0,0.0,62.3,28.2,3478.0,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:39:42.066566,1.5167575711767698,76833,2435,52682,2729,0.031,0.049,19059.3,12.2,68.5,41.7,3045.1,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:39:50.588953,1.592773127962036,72766,4165,41750,1225,0.054,0.029,17337.0,2.1,57.1,35.9,3302.2,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:39:59.059962,1.9565410668800056,69316,1075,40174,1474,0.015,0.035,14396.9,12.7,64.3,45.1,2362.3,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:40:07.587443,0.5293046936690864,70701,1871,32928,2778,0.026,0.078,11631.5,0.0,64.0,45.6,2436.6,Low,True
SWdisable_cpuintensive.json,2025-11-19T05:40:16.201323,1.764075350368203,74055,2472,36586,1713,0.032,0.045,14933.4,14.9,66.3,52.6,2809.8,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:40:24.816545,1.1221314353694032,54725,3589,33352,1920,0.062,0.054,23582.1,0.0,61.5,50.7,2464.1,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:40:33.335875,0.9367264264914752,54609,3436,32872,2703,0.059,0.076,10575.2,11.4,58.9,61.1,2609.3,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:40:41.820859,1.9314050826697107,76428,1451,52063,2202,0.019,0.041,16421.0,5.4,61.3,59.4,2591.0,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:40:50.245805,0.6333653012419301,50922,2834,57782,860,0.053,0.015,10188.3,3.7,76.9,44.9,1901.3,Low,True
SWdisable_cpuintensive.json,2025-11-19T05:40:58.745924,1.1851908521552794,72395,2721,40898,2745,0.036,0.063,10360.4,0.0,51.5,29.3,2226.2,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:41:07.255026,1.3293505468428775,64926,3365,40380,1884,0.049,0.045,20133.9,0.0,72.3,52.0,3205.1,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:41:15.663140,0.7400240701376264,71327,2381,48251,2689,0.032,0.053,24969.0,0.0,81.2,43.5,2726.6,Low,True
SWdisable_cpuintensive.json,2025-11-19T05:41:24.170281,0.9841399018337786,71105,1648,30396,2453,0.023,0.075,14303.1,0.0,64.9,45.3,3036.6,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:41:32.659263,1.6377355548651287,52645,2552,38260,1126,0.046,0.029,13310.0,0.0,57.4,58.6,3558.8,High,True
SWdisable_cpuintensive.json,2025-11-19T05:41:41.153049,1.728661709321643,70195,1214,56810,976,0.017,0.017,16078.7,10.3,75.1,48.8,3472.5,High,True
SWdisable_cpuintensive.json,2025-11-19T05:41:49.606048,0.9286916031434542,64815,3827,46907,2109,0.056,0.043,14959.1,4.1,84.8,56.4,2736.9,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:41:58.089128,0.6541566961075911,56889,3462,30905,502,0.057,0.016,20274.1,3.7,78.9,55.5,2887.5,Low,True
SWdisable_cpuintensive.json,2025-11-19T05:42:06.566762,0.5717643031434237,53523,4455,36382,2412,0.077,0.062,18882.5,6.2,73.1,44.9,2633.8,Low,True
SWdisable_cpuintensive.json,2025-11-19T05:42:15.075796,1.9935503062969557,69399,3024,35088,2764,0.042,0.073,18325.1,0.0,77.5,30.9,3411.1,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:42:23.588333,1.3051126856644186,71616,4339,36223,1246,0.057,0.033,15041.1,13.7,56.3,49.6,2804.4,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:42:32.149925,0.9593799743446505,51369,2957,39957,1518,0.054,0.037,21599.1,8.2,59.3,54.1,1892.6,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:42:40.627475,0.8178762178818959,67641,4024,56315,1895,0.056,0.033,19222.7,14.6,74.6,46.5,2035.4,Low,True
SWdisable_cpuintensive.json,2025-11-19T05:42:49.173787,1.297148809580313,62378,4706,45104,2330,0.07,0.049,15596.2,0.0,65.7,31.6,3408.5,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:42:57.667039,0.5293957241054366,51921,4265,54871,509,0.076,0.009,24072.2,0.0,54.4,51.2,2350.2,Low,True
SWdisable_cpuintensive.json,2025-11-19T05:43:06.163228,1.8005662763957095,66407,2055,30861,2455,0.03,0.074,13565.3,14.0,60.8,38.8,2810.4,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:43:14.657483,1.6175846497023272,66029,4117,53812,2288,0.059,0.041,12674.1,11.3,76.2,42.1,3057.2,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:43:23.125984,1.963535425018282,73991,2455,41829,2135,0.032,0.049,24752.2,13.6,66.4,32.6,3444.8,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:43:31.554390,0.5431065523003782,53983,4367,51681,1386,0.075,0.026,19460.0,4.1,79.1,30.3,2336.7,Low,True
SWdisable_cpuintensive.json,2025-11-19T05:43:40.030109,0.6630605864961304,54957,1268,32607,1775,0.023,0.052,22880.5,4.3,58.3,32.7,3450.2,Low,True
SWdisable_cpuintensive.json,2025-11-19T05:43:48.473369,0.9889864544685179,72588,2550,52173,2140,0.034,0.039,21550.9,3.6,67.0,63.9,3562.2,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:43:56.958225,1.9775787209298128,77300,1238,44563,2791,0.016,0.059,11233.3,3.8,64.1,56.7,2998.1,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:44:05.383304,1.8688981975188526,50758,2085,35214,1059,0.039,0.029,23941.1,1.8,80.3,64.5,2291.1,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:44:13.778577,0.7148493257625037,77553,4131,55800,2839,0.051,0.048,22778.3,4.0,58.1,45.7,2782.7,Low,True
SWdisable_cpuintensive.json,2025-11-19T05:44:22.214356,0.9092057738013979,65350,2825,46019,624,0.041,0.013,15645.4,3.2,62.2,39.5,2798.3,Low,True
SWdisable_cpuintensive.json,2025-11-19T05:44:30.695828,1.6574193489314983,69114,2197,36452,2317,0.031,0.06,17935.0,6.2,72.1,25.4,3419.9,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:44:39.197762,1.0001732383041966,51772,2730,44842,2773,0.05,0.058,17937.3,1.8,59.8,62.5,2347.2,Low,True
SWdisable_cpuintensive.json,2025-11-19T05:44:47.661431,1.8430769962839935,60421,3862,51030,2087,0.06,0.039,12330.6,2.0,61.9,64.7,1835.9,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:44:56.160110,0.5615243193891901,71424,3314,52432,2888,0.044,0.052,15173.5,0.0,80.7,55.9,2994.7,Low,True
SWdisable_cpuintensive.json,2025-11-19T05:45:04.648677,1.8584371177832286,67712,4016,55437,1778,0.056,0.031,24667.5,2.1,76.0,51.6,3090.7,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:45:13.217252,1.4634091856455151,71935,2689,46028,2351,0.036,0.049,15784.6,0.0,81.4,44.1,3340.3,Medium,True
SWdisable_cpuintensive.json,2025-11-19T05:45:21.607391,0.9308295789226055,59237,3742,30688,505,0.059,0.016,14996.6,20.4,75.4,38.8,2127.8,Low,True
SWdisable_cpuintensive.json,2025-11-19T05:45:30.181823,1.853091408344273,57679,3445,59634,2227,0.056,0.036,13816.4,0.0,67.3,28.8,2863.4,Medium,True
