source_file,timestamp,ipc,l2_cache_hits,l2_cache_misses,l3_cache_hits,l3_cache_misses,l2_miss_rate,l3_miss_rate,memory_bandwidth,cpu_usage_overall,cpu_temperature,cpu_power,cpu_frequency,dvfs_level,dvfs_applied
SW-disable_cpuintensive3.json,2025-12-10T23:17:40.764376,1.5210839955975306,63989,2558,43937,1107,0.038,0.025,17096.4,22.4,54.7,49.5,3501.4,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:17:45.572715,1.175450266389136,62000,2112,44509,2387,0.033,0.051,13906.4,16.4,58.9,29.9,2144.1,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:17:50.376498,0.5825350442894397,78947,1138,43351,695,0.014,0.016,22585.7,10.7,61.0,60.9,1935.4,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:17:55.127330,1.0230139773497184,62246,3404,46309,834,0.052,0.018,15431.7,17.0,82.5,42.6,2768.4,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:17:59.846337,0.9065742700335953,74102,3289,43545,1411,0.042,0.031,22985.5,18.8,79.9,62.9,2138.8,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:18:04.561422,0.9745064481914708,55112,1064,50159,2156,0.019,0.041,14763.1,15.3,64.6,32.4,2117.8,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:18:09.276776,0.6232838940557877,66442,2852,32969,2947,0.041,0.082,11925.3,14.8,62.8,44.9,2858.1,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:18:14.049209,0.7574235910286198,66109,1015,47131,1584,0.015,0.033,22731.0,33.9,73.7,50.8,3420.3,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:18:19.119361,1.9283437665305079,58263,3550,33500,1604,0.057,0.046,12371.6,13.5,63.9,25.6,3436.3,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:18:24.326167,1.500550617961788,67891,4057,36180,2654,0.056,0.068,11917.6,13.7,85.0,25.3,2966.3,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:18:29.238513,1.4397843909542267,52554,4619,39076,1494,0.081,0.037,19433.5,20.4,52.6,49.0,2051.5,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:18:34.048524,1.788306096675668,56011,1132,31921,1971,0.02,0.058,14237.1,6.4,74.0,33.9,2637.3,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:18:38.831860,1.3345224941210938,78723,2402,35359,2903,0.03,0.076,13869.1,0.0,78.8,44.5,2071.1,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:18:43.583034,1.0394656188451334,51849,2861,31577,999,0.052,0.031,22407.1,1.9,51.8,31.8,3476.1,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:18:48.387391,1.0313647450807628,69688,4428,59118,1679,0.06,0.028,10504.6,13.0,71.4,52.7,2474.0,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:18:53.377110,1.2087053552586027,58349,1018,59813,2934,0.017,0.047,21767.7,16.4,69.2,37.0,1952.8,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:18:58.384569,1.346161280060617,73849,1770,35092,627,0.023,0.018,22345.9,11.8,68.2,58.6,3511.8,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:19:03.339206,0.7026135773118728,68308,4102,50143,2543,0.057,0.048,19961.8,21.4,51.3,55.4,2157.6,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:19:08.153017,0.7154113844811971,55131,1713,36834,1521,0.03,0.04,15116.0,13.2,72.5,52.0,2043.2,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:19:12.950664,1.0781840073813047,69116,1848,38563,2455,0.026,0.06,19879.4,6.1,66.6,27.8,3363.9,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:19:17.709415,1.1519730653462537,50951,1249,35980,2817,0.024,0.073,16097.7,4.1,56.0,36.1,2958.5,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:19:22.467789,1.1222877958345374,69985,2229,57434,2919,0.031,0.048,13122.2,2.2,76.4,46.5,1879.4,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:19:27.278562,1.7855135701610936,52558,2460,30791,2870,0.045,0.085,10271.2,25.9,61.5,31.3,2731.0,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:19:32.416316,1.4375247718543764,64262,3096,50364,2507,0.046,0.047,17570.1,15.5,52.2,52.7,2236.2,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:19:37.506548,1.4776880696222887,64321,2849,43866,617,0.042,0.014,11355.0,16.7,63.6,28.5,3235.4,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:19:42.437319,0.7013992328714265,50466,2078,31202,2362,0.04,0.07,18546.6,3.8,71.8,61.0,2057.9,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:19:47.232617,1.014515293444786,50809,1742,39401,995,0.033,0.025,11471.0,0.0,70.4,27.4,2426.2,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:19:52.041381,1.0268706151772282,50936,2167,37683,2565,0.041,0.064,15658.9,11.8,69.8,39.4,2341.5,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:19:56.796784,1.2279628740826967,63035,1303,37478,2788,0.02,0.069,11994.4,5.5,54.5,52.6,3561.9,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:20:01.580449,1.6405715181820453,64882,4398,34752,2167,0.063,0.059,14517.6,3.6,50.1,64.9,3523.7,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:20:06.412706,0.6883094375510221,51687,1312,35994,1637,0.025,0.044,23111.2,15.6,82.7,56.2,1921.8,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:20:11.495376,0.7530695937059231,65534,4456,48147,2235,0.064,0.044,11101.3,13.0,68.5,25.8,3308.7,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:20:16.550354,0.9040999906004541,74116,4302,46972,1471,0.055,0.03,12983.5,15.4,78.9,63.6,2384.4,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:20:21.568369,1.1579621848784627,75689,4357,36469,2244,0.054,0.058,17763.6,31.5,58.9,37.5,3404.4,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:20:26.455821,1.4132980454645625,60621,3705,44357,2317,0.058,0.05,16186.7,0.0,79.8,57.5,3464.0,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:20:31.223534,0.6268194014506516,72280,2680,33015,2021,0.036,0.058,17858.5,0.0,51.6,64.0,2005.1,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:20:35.961176,0.7048538037269929,69843,4086,55315,2256,0.055,0.039,13776.0,70.2,84.5,32.3,2087.2,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:20:40.847052,0.5085640596753367,67699,2871,42753,1105,0.041,0.025,18550.3,3.8,62.9,28.0,2793.0,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:20:45.642739,1.5082189001585795,61189,4274,54887,1428,0.065,0.025,24549.6,23.0,81.4,36.1,2017.0,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:20:50.666168,0.6010903947299946,79985,2724,30601,2944,0.033,0.088,15507.1,33.3,63.4,47.5,2326.0,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:20:55.877401,1.2011224468342476,53970,3113,48710,1984,0.055,0.039,12114.6,3.9,54.9,58.2,2949.1,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:21:00.849560,1.964072829964447,78432,1614,49747,1437,0.02,0.028,15156.9,4.3,74.7,25.0,3214.2,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:21:05.619302,1.7538616950951156,68541,2703,33945,1774,0.038,0.05,23599.7,0.0,62.7,58.5,2752.7,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:21:10.382347,0.9863468471881485,58218,2749,39737,1646,0.045,0.04,20384.9,1.9,53.5,34.9,2337.5,Medium,True
SW-disable_cpuintensive3.json,2025-12-10T23:21:15.129711,0.9364155008778462,64214,1834,48030,1418,0.028,0.029,18098.0,15.1,52.9,39.7,3395.4,Medium,True
SW-enable_cpuintensive3.json,2025-12-10T23:05:45.640156,1.376636793629708,75064,4245,46709,1335,0.054,0.028,21954.3,34.5,76.1,43.6,3397.0,High,True
SW-enable_cpuintensive3.json,2025-12-10T23:05:51.025489,0.6124176934951171,55759,4871,43007,2769,0.08,0.06,24131.0,21.4,63.0,48.5,2601.0,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:05:56.013618,1.549942029834381,62161,2353,35662,2141,0.036,0.057,22602.5,32.7,54.8,40.4,2591.5,High,True
SW-enable_cpuintensive3.json,2025-12-10T23:06:01.406036,1.7470369124034217,71525,1972,44144,2073,0.027,0.045,20714.0,27.4,56.1,32.3,3230.9,High,True
SW-enable_cpuintensive3.json,2025-12-10T23:06:06.109087,1.6235647308552752,58352,4467,43998,1531,0.071,0.034,17701.9,12.2,60.1,55.5,2658.6,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:06:10.921859,1.1664308315066232,66884,1633,38993,748,0.024,0.019,12341.4,37.1,66.1,55.7,3321.7,Medium,True
SW-enable_cpuintensive3.json,2025-12-10T23:06:16.784476,0.5299951855728917,79264,4730,58214,703,0.056,0.012,18581.2,11.3,53.7,43.1,2741.2,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:06:21.756762,1.2568045828183791,67275,1076,57598,2195,0.016,0.037,10036.9,22.2,71.8,31.4,1849.7,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:06:27.199054,1.4072347884564753,65840,3164,38141,932,0.046,0.024,19651.4,40.3,73.5,47.5,2037.1,High,True
SW-enable_cpuintensive3.json,2025-12-10T23:06:32.586139,0.7003218718667878,63751,3624,38350,1793,0.054,0.045,21090.5,12.2,72.8,57.0,3150.2,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:06:37.361512,1.3824912439895898,74815,1283,38737,2948,0.017,0.071,10151.0,33.3,59.2,34.0,3307.0,Medium,True
SW-enable_cpuintensive3.json,2025-12-10T23:06:42.754956,1.3195770313984612,64484,4178,35200,1039,0.061,0.029,12311.9,14.3,84.4,32.8,2118.9,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:06:47.764891,1.930464706867155,69476,2077,40709,2956,0.029,0.068,19658.7,41.3,65.5,58.0,2552.4,Medium,True
SW-enable_cpuintensive3.json,2025-12-10T23:06:52.949060,1.0180728954578078,78793,1485,44114,1546,0.018,0.034,17051.5,30.2,73.2,25.2,2885.7,Medium,True
SW-enable_cpuintensive3.json,2025-12-10T23:06:57.665255,1.9457889860405153,75279,1563,40102,867,0.02,0.021,20099.6,12.3,51.4,54.6,3042.8,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:07:02.602621,0.8673063936681544,53949,2624,47054,2173,0.046,0.044,22227.4,12.5,51.5,42.6,2522.0,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:07:07.829518,1.6008158934453967,79414,1209,50785,2342,0.015,0.044,24699.5,24.1,80.5,46.8,2795.7,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:07:13.095636,0.8103757194835381,58141,3264,31457,850,0.053,0.026,15435.6,34.4,52.9,51.6,3068.1,Medium,True
SW-enable_cpuintensive3.json,2025-12-10T23:07:18.752710,1.3534714873850922,69866,2377,39459,2839,0.033,0.067,18273.8,12.3,53.9,38.0,2744.7,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:07:23.665844,1.587121686335375,78184,4231,38432,1338,0.051,0.034,14967.8,37.5,56.5,59.0,3222.3,High,True
SW-enable_cpuintensive3.json,2025-12-10T23:07:29.022887,1.5734240318368509,51318,4794,33175,1046,0.085,0.031,17342.6,11.3,66.1,35.1,3519.8,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:07:33.805257,1.8860763958671458,63738,2728,43735,2193,0.041,0.048,19990.8,31.2,63.5,62.1,2554.0,High,True
SW-enable_cpuintensive3.json,2025-12-10T23:07:38.950095,1.8476525781982607,59378,3168,51171,2665,0.051,0.05,10606.4,25.4,55.8,60.7,3464.2,High,True
SW-enable_cpuintensive3.json,2025-12-10T23:07:43.595671,1.7661943619895588,72050,3822,40367,989,0.05,0.024,21244.9,11.7,63.8,58.1,2670.6,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:07:48.401078,1.1396919452070264,74969,3672,46585,996,0.047,0.021,21465.4,32.3,84.5,40.4,3024.2,Medium,True
SW-enable_cpuintensive3.json,2025-12-10T23:07:54.048362,0.7693700041932761,74174,1701,33647,2648,0.022,0.073,13655.3,27.1,73.6,40.5,2406.8,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:07:59.128066,0.7130713645852158,62238,4338,32968,657,0.065,0.02,21376.7,92.3,54.2,39.7,2254.2,Medium,True
SW-enable_cpuintensive3.json,2025-12-10T23:08:04.920680,1.541782504148927,78674,1260,38463,1952,0.016,0.048,10995.8,7.4,81.8,42.1,1857.9,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:08:10.030068,1.5996546232439581,62509,2797,57021,2624,0.043,0.044,10040.8,16.7,66.8,62.9,3100.6,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:08:15.378369,1.6627177900175836,76835,2529,35204,588,0.032,0.016,15020.9,22.6,81.3,38.6,3062.7,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:08:21.019337,1.9419729424900996,50930,3595,37091,738,0.066,0.02,14178.2,16.1,77.0,47.7,2583.8,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:08:26.622545,0.6961172871638572,68740,1244,32633,2473,0.018,0.07,10929.1,25.0,50.8,38.2,3126.2,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:08:32.213463,1.8489746686158992,56520,4292,40749,1382,0.071,0.033,20737.8,21.2,72.8,56.1,3096.9,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:08:37.706247,1.1055581832571661,63156,1636,51668,716,0.025,0.014,15972.9,20.7,53.5,57.5,2967.4,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:08:43.188321,1.8451338938174433,64052,4362,31432,1189,0.064,0.036,19434.2,13.3,51.3,60.0,3038.9,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:08:48.601221,1.9018251168618823,56048,2746,35972,1308,0.047,0.035,24598.0,15.8,51.5,41.1,2234.8,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:08:53.899846,1.374051296394143,66689,1092,57810,1563,0.016,0.026,16561.9,22.4,60.7,44.2,1811.1,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:08:59.315979,0.9535280116491266,72703,2245,48941,894,0.03,0.018,24062.8,7.4,63.9,64.4,2102.9,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:09:04.487229,1.4126789669483328,66563,4708,50685,1769,0.066,0.034,13866.5,7.8,53.9,62.4,2626.8,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:09:09.620260,1.8487131146011206,67358,4979,30617,658,0.069,0.021,18505.0,18.4,78.9,25.7,2451.1,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:09:14.811261,1.2855941880385573,56929,3459,48420,735,0.057,0.015,20770.2,26.0,83.9,26.5,1854.0,Medium,True
SW-enable_cpuintensive3.json,2025-12-10T23:09:19.970725,0.75022818882447,72152,2879,39684,2246,0.038,0.054,10705.3,11.3,81.2,63.7,3405.5,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:09:24.978790,1.0528891094738138,78769,4795,57285,2452,0.057,0.041,19774.2,29.6,79.0,29.8,2599.9,Medium,True
SW-enable_cpuintensive3.json,2025-12-10T23:09:30.183615,1.1418670701609532,79054,2454,33035,1741,0.03,0.05,17339.2,7.7,64.7,48.4,2393.7,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:09:35.170557,1.429506216648838,79099,2630,41548,784,0.032,0.019,17505.3,20.0,60.0,31.0,3582.7,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:09:40.478466,1.3543384396479017,58303,1139,38678,936,0.019,0.024,21601.0,16.4,75.4,62.3,2790.8,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:09:45.913936,1.2592833744886864,57640,2289,41537,2285,0.038,0.052,11245.7,36.8,67.2,60.6,2622.4,Medium,True
SW-enable_cpuintensive3.json,2025-12-10T23:09:51.269114,1.19606090761822,71661,4316,37438,1210,0.057,0.031,15448.9,18.3,62.7,37.9,3288.6,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:09:56.368254,1.5092079803212903,76928,3597,52271,1625,0.045,0.03,19789.3,19.0,61.7,54.3,3287.3,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:10:01.847905,1.8651336688374385,58974,2003,53465,1827,0.033,0.033,18718.7,57.4,74.3,38.3,2473.5,High,True
SW-enable_cpuintensive3.json,2025-12-10T23:10:08.124539,1.024992554677202,76187,1587,46024,1193,0.02,0.025,23341.7,23.5,63.7,35.9,2265.1,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:10:13.050958,0.527619388126934,79892,4469,33326,2572,0.053,0.072,23334.7,64.1,64.5,58.5,2310.7,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:10:19.084547,0.6056748626281545,61305,3484,37420,2501,0.054,0.063,22225.9,29.0,61.8,29.3,2764.9,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:10:24.864318,0.9746895085136427,62981,3934,39617,2950,0.059,0.069,11224.3,36.8,52.6,47.5,2230.3,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:10:30.529708,1.8421889595950214,53081,4284,56523,1740,0.075,0.03,13489.5,23.2,58.5,60.7,3172.3,Low,True
SW-enable_cpuintensive3.json,2025-12-10T23:10:35.961588,1.6553270575722825,62319,4962,46285,2668,0.074,0.055,10205.2,100.0,76.9,26.2,3254.4,High,True
SW-enable_cpuintensive3.json,2025-12-10T23:10:41.679437,1.0897047957826165,78558,2174,43763,2498,0.027,0.054,21024.1,0.0,55.8,54.2,2480.5,Low,True
SWdisable_cpuintensive.json,2025-11-25T02:50:09.732162,1.1781405258549598,53178,3467,52228,1834,0.061,0.034,21365.1,84.5,52.3,52.7,2437.0,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:50:14.695785,1.8868731512974797,75176,3584,46800,2415,0.046,0.049,10044.0,21.3,67.6,62.8,2190.3,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:50:19.480121,1.996160898562877,69480,3079,48762,2292,0.042,0.045,17169.7,28.0,54.1,49.5,1905.3,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:50:24.339908,1.4715762837805584,76898,3355,43112,1184,0.042,0.027,21896.6,13.5,62.3,46.9,2395.0,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:50:29.111761,0.668243186022982,50037,4326,36874,867,0.08,0.023,20800.6,14.9,75.9,38.2,2878.9,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:50:33.859426,1.260566033029025,69642,1871,48871,2810,0.026,0.054,24820.1,16.3,70.8,39.8,2149.1,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:50:38.592641,1.314324753948339,55007,1197,41693,2204,0.021,0.05,15133.1,14.5,53.0,41.4,2919.9,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:50:43.362738,0.6593399894219827,53722,4685,38869,2870,0.08,0.069,18072.8,54.7,72.4,25.7,2722.7,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:50:48.317143,0.5520322364336905,72155,4005,37847,2612,0.053,0.065,12369.7,26.3,69.3,61.1,2660.9,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:50:53.395555,0.7340931105158899,72789,2038,47473,2031,0.027,0.041,16771.2,25.5,78.3,55.0,3273.2,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:50:58.706095,1.4298759883980225,69027,1070,31124,1731,0.015,0.053,19405.6,30.4,52.2,28.3,2079.1,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:51:03.729696,1.032537367888982,66600,4816,44265,1115,0.067,0.025,19914.5,14.3,80.4,60.9,2489.9,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:51:08.514321,0.5863656353472714,55475,3310,34514,2901,0.056,0.078,23522.8,19.0,54.9,39.1,3068.9,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:51:13.249907,1.877192073771412,54345,1019,46675,2729,0.018,0.055,11437.6,27.5,62.7,50.6,2378.1,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:51:17.998994,1.229350964269785,77357,4501,33342,1537,0.055,0.044,23723.4,13.0,66.9,48.2,2696.5,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:51:22.726658,1.876539375196165,67995,4865,33870,1636,0.067,0.046,12965.5,13.2,80.8,59.9,2276.8,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:51:27.470062,1.234363476666977,50059,2889,52545,769,0.055,0.014,16924.7,20.0,70.2,43.4,2831.3,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:51:32.383719,0.9727983247157324,55183,3351,59241,2004,0.057,0.033,12458.3,37.5,61.2,31.3,3268.7,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:51:37.309264,0.7532442744709539,68705,2356,47859,1531,0.033,0.031,13973.5,24.5,50.0,43.7,3499.2,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:51:42.737816,1.9374906518401096,60427,1996,37830,1699,0.032,0.043,22956.6,62.5,80.3,53.8,2785.0,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:51:47.768767,1.2635349870914245,62024,1297,43445,2724,0.02,0.059,17462.4,25.0,73.6,53.7,3577.7,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:51:52.570369,1.6621970708453302,75309,1843,37077,925,0.024,0.024,24133.8,31.5,66.4,26.0,2917.2,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:51:57.477894,1.0508894484585949,74717,4612,46492,599,0.058,0.013,22619.4,27.1,69.7,30.0,2878.9,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:52:02.261110,0.5632670310388441,64434,1375,44368,781,0.021,0.017,10921.1,13.2,65.7,31.7,2542.1,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:52:07.002719,1.2845513325247586,73824,4127,38068,1522,0.053,0.038,14351.9,12.3,76.6,54.0,2122.0,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:52:11.737608,1.913724075195713,71775,4523,48861,2754,0.059,0.053,13138.5,7.1,70.2,48.9,3091.6,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:52:16.553515,0.6502711827105417,79507,1336,46651,1763,0.017,0.036,21868.2,40.0,66.7,50.1,2580.4,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:52:21.543853,0.8970086489167048,55920,1258,40900,2901,0.022,0.066,22881.5,14.3,62.5,55.8,2701.7,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:52:26.575043,1.7707395553479128,75960,3222,50425,1921,0.041,0.037,16412.0,17.3,52.9,57.6,3132.4,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:52:31.493918,1.3065304511490148,51697,4223,55295,550,0.076,0.01,20271.1,10.7,83.4,64.6,3275.9,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:52:36.351172,1.9612859848364974,64414,1783,50961,2594,0.027,0.048,15674.6,22.2,73.9,28.0,3344.0,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:52:41.119587,1.9764323005084798,69850,2733,54310,2256,0.038,0.04,13987.8,0.0,78.3,44.1,3480.4,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:52:45.876470,0.9225921685213155,75739,1753,33763,1745,0.023,0.049,18821.6,19.2,83.2,53.0,1862.3,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:52:50.606219,1.0139651686548699,64519,1754,41760,1174,0.026,0.027,16715.9,6.0,76.4,52.2,2848.6,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:52:55.472982,1.9196288132704444,66707,3527,50964,2355,0.05,0.044,23865.4,14.3,62.2,63.2,3445.8,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:53:00.450953,1.0199855213858409,58678,4058,55201,1067,0.065,0.019,24264.4,15.1,50.8,54.1,3197.6,Medium,True
SWdisable_cpuintensive.json,2025-11-25T02:53:05.468553,1.4051066991979997,70630,1291,52560,2770,0.018,0.05,21136.6,10.6,70.6,58.7,3329.5,Medium,True
